Measure;Time;val
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-17;
Ongoing intensive care treatment periods;2021-01-17;17
Ongoing treatment periods at specialised medical care wards;2021-01-18;34
Ongoing treatment periods primary health care wards;2021-01-18;29
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-18;
Ongoing intensive care treatment periods;2021-01-18;16
Ongoing treatment periods at specialised medical care wards;2021-01-19;34
Ongoing treatment periods primary health care wards;2021-01-19;38
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-19;
Ongoing intensive care treatment periods;2021-01-19;13
Ongoing treatment periods at specialised medical care wards;2021-01-20;36
Ongoing treatment periods primary health care wards;2021-01-20;36
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-20;
Ongoing intensive care treatment periods;2021-01-20;14
Ongoing treatment periods at specialised medical care wards;2021-01-21;42
Ongoing treatment periods primary health care wards;2021-01-21;38
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-21;
Ongoing intensive care treatment periods;2021-01-21;15
Ongoing treatment periods at specialised medical care wards;2021-01-22;37
Ongoing treatment periods primary health care wards;2021-01-22;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-22;
Ongoing intensive care treatment periods;2021-01-22;16
Ongoing treatment periods at specialised medical care wards;2021-01-23;37
Ongoing treatment periods primary health care wards;2021-01-23;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-23;
Ongoing intensive care treatment periods;2021-01-23;16
Ongoing treatment periods at specialised medical care wards;2021-01-24;37
Ongoing treatment periods primary health care wards;2021-01-24;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-24;
Ongoing intensive care treatment periods;2021-01-24;16
Ongoing treatment periods at specialised medical care wards;2021-01-25;40
Ongoing treatment periods primary health care wards;2021-01-25;30
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-25;
Ongoing intensive care treatment periods;2021-01-25;12
Ongoing treatment periods at specialised medical care wards;2021-01-26;41
Ongoing treatment periods primary health care wards;2021-01-26;29
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-26;
Ongoing intensive care treatment periods;2021-01-26;13
Ongoing treatment periods at specialised medical care wards;2021-01-27;48
Ongoing treatment periods primary health care wards;2021-01-27;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-27;
Ongoing intensive care treatment periods;2021-01-27;11
Ongoing treatment periods at specialised medical care wards;2021-01-28;42
Ongoing treatment periods primary health care wards;2021-01-28;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-28;
Ongoing intensive care treatment periods;2021-01-28;12
Ongoing treatment periods at specialised medical care wards;2021-01-29;39
Ongoing treatment periods primary health care wards;2021-01-29;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-29;
Ongoing intensive care treatment periods;2021-01-29;10
Ongoing treatment periods at specialised medical care wards;2021-01-30;39
Ongoing treatment periods primary health care wards;2021-01-30;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-30;
Ongoing intensive care treatment periods;2021-01-30;10
Ongoing treatment periods at specialised medical care wards;2021-01-31;39
Ongoing treatment periods primary health care wards;2021-01-31;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-31;
Ongoing intensive care treatment periods;2021-01-31;10
Ongoing treatment periods at specialised medical care wards;2021-02-01;46
Ongoing treatment periods primary health care wards;2021-02-01;17
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-01;
Ongoing intensive care treatment periods;2021-02-01;11
Ongoing treatment periods at specialised medical care wards;2021-02-02;44
Ongoing treatment periods primary health care wards;2021-02-02;16
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-02;
Ongoing intensive care treatment periods;2021-02-02;11
Ongoing treatment periods at specialised medical care wards;2021-02-03;37
Ongoing treatment periods primary health care wards;2021-02-03;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-03;
Ongoing intensive care treatment periods;2021-02-03;15
Ongoing treatment periods at specialised medical care wards;2021-02-04;39
Ongoing treatment periods primary health care wards;2021-02-04;7
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-04;
Ongoing intensive care treatment periods;2021-02-04;15
Ongoing treatment periods at specialised medical care wards;2021-02-05;37
Ongoing treatment periods primary health care wards;2021-02-05;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-05;
Ongoing intensive care treatment periods;2021-02-05;14
Ongoing treatment periods at specialised medical care wards;2021-02-06;37
Ongoing treatment periods primary health care wards;2021-02-06;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-06;
Ongoing intensive care treatment periods;2021-02-06;14
Ongoing treatment periods at specialised medical care wards;2021-02-07;37
Ongoing treatment periods primary health care wards;2021-02-07;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-07;
Ongoing intensive care treatment periods;2021-02-07;14
Ongoing treatment periods at specialised medical care wards;2021-02-08;39
Ongoing treatment periods primary health care wards;2021-02-08;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-08;
Ongoing intensive care treatment periods;2021-02-08;11
Ongoing treatment periods at specialised medical care wards;2021-02-09;39
Ongoing treatment periods primary health care wards;2021-02-09;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-09;
Ongoing intensive care treatment periods;2021-02-09;12
Ongoing treatment periods at specialised medical care wards;2021-02-10;43
Ongoing treatment periods primary health care wards;2021-02-10;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-10;
Ongoing intensive care treatment periods;2021-02-10;9
Ongoing treatment periods at specialised medical care wards;2021-02-11;39
Ongoing treatment periods primary health care wards;2021-02-11;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-11;
Ongoing intensive care treatment periods;2021-02-11;10
Ongoing treatment periods at specialised medical care wards;2021-02-12;40
Ongoing treatment periods primary health care wards;2021-02-12;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-12;
Ongoing intensive care treatment periods;2021-02-12;11
Ongoing treatment periods at specialised medical care wards;2021-02-13;40
Ongoing treatment periods primary health care wards;2021-02-13;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-13;
Ongoing intensive care treatment periods;2021-02-13;11
Ongoing treatment periods at specialised medical care wards;2021-02-14;40
Ongoing treatment periods primary health care wards;2021-02-14;9
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-14;
Ongoing intensive care treatment periods;2021-02-14;11
Ongoing treatment periods at specialised medical care wards;2021-02-15;41
Ongoing treatment periods primary health care wards;2021-02-15;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-15;
Ongoing intensive care treatment periods;2021-02-15;13
Ongoing treatment periods at specialised medical care wards;2021-02-16;38
Ongoing treatment periods primary health care wards;2021-02-16;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-16;
Ongoing intensive care treatment periods;2021-02-16;15
Ongoing treatment periods at specialised medical care wards;2021-02-17;40
Ongoing treatment periods primary health care wards;2021-02-17;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-17;
Ongoing intensive care treatment periods;2021-02-17;15
Ongoing treatment periods at specialised medical care wards;2021-02-18;45
Ongoing treatment periods primary health care wards;2021-02-18;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-18;
Ongoing intensive care treatment periods;2021-02-18;14
Ongoing treatment periods at specialised medical care wards;2021-02-19;38
Ongoing treatment periods primary health care wards;2021-02-19;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-19;
Ongoing intensive care treatment periods;2021-02-19;11
Ongoing treatment periods at specialised medical care wards;2021-02-20;38
Ongoing treatment periods primary health care wards;2021-02-20;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-20;
Ongoing intensive care treatment periods;2021-02-20;11
Ongoing treatment periods at specialised medical care wards;2021-02-21;38
Ongoing treatment periods primary health care wards;2021-02-21;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-21;
Ongoing intensive care treatment periods;2021-02-21;11
Ongoing treatment periods at specialised medical care wards;2021-02-22;49
Ongoing treatment periods primary health care wards;2021-02-22;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-22;
Ongoing intensive care treatment periods;2021-02-22;18
Ongoing treatment periods at specialised medical care wards;2021-02-23;61
Ongoing treatment periods primary health care wards;2021-02-23;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-23;
Ongoing intensive care treatment periods;2021-02-23;21
Ongoing treatment periods at specialised medical care wards;2021-02-24;59
Ongoing treatment periods primary health care wards;2021-02-24;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-24;
Ongoing intensive care treatment periods;2021-02-24;22
Ongoing treatment periods at specialised medical care wards;2021-02-25;54
Ongoing treatment periods primary health care wards;2021-02-25;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-25;
Ongoing intensive care treatment periods;2021-02-25;23
Ongoing treatment periods at specialised medical care wards;2021-02-26;51
Ongoing treatment periods primary health care wards;2021-02-26;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-26;
Ongoing intensive care treatment periods;2021-02-26;26
Ongoing treatment periods at specialised medical care wards;2021-02-27;51
Ongoing treatment periods primary health care wards;2021-02-27;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-27;
Ongoing intensive care treatment periods;2021-02-27;26
Ongoing treatment periods at specialised medical care wards;2021-02-28;51
Ongoing treatment periods primary health care wards;2021-02-28;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-28;
Ongoing intensive care treatment periods;2021-02-28;26
Ongoing treatment periods at specialised medical care wards;2021-03-01;70
Ongoing treatment periods primary health care wards;2021-03-01;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-01;
Ongoing intensive care treatment periods;2021-03-01;25
Ongoing treatment periods at specialised medical care wards;2021-03-02;70
Ongoing treatment periods primary health care wards;2021-03-02;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-02;
Ongoing intensive care treatment periods;2021-03-02;27
Ongoing treatment periods at specialised medical care wards;2021-03-03;70
Ongoing treatment periods primary health care wards;2021-03-03;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-03;
Ongoing intensive care treatment periods;2021-03-03;25
Ongoing treatment periods at specialised medical care wards;2021-03-04;77
