Measure;Time;val
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-21;
Ongoing intensive care treatment periods;2021-01-21;26
Ongoing treatment periods at specialised medical care wards;2021-01-22;62
Ongoing treatment periods primary health care wards;2021-01-22;51
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-22;
Ongoing intensive care treatment periods;2021-01-22;25
Ongoing treatment periods at specialised medical care wards;2021-01-23;62
Ongoing treatment periods primary health care wards;2021-01-23;51
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-23;
Ongoing intensive care treatment periods;2021-01-23;25
Ongoing treatment periods at specialised medical care wards;2021-01-24;61
Ongoing treatment periods primary health care wards;2021-01-24;50
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-24;
Ongoing intensive care treatment periods;2021-01-24;26
Ongoing treatment periods at specialised medical care wards;2021-01-25;62
Ongoing treatment periods primary health care wards;2021-01-25;49
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-25;
Ongoing intensive care treatment periods;2021-01-25;22
Ongoing treatment periods at specialised medical care wards;2021-01-26;74
Ongoing treatment periods primary health care wards;2021-01-26;47
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-26;
Ongoing intensive care treatment periods;2021-01-26;21
Ongoing treatment periods at specialised medical care wards;2021-01-27;81
Ongoing treatment periods primary health care wards;2021-01-27;47
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-27;
Ongoing intensive care treatment periods;2021-01-27;19
Ongoing treatment periods at specialised medical care wards;2021-01-28;79
Ongoing treatment periods primary health care wards;2021-01-28;37
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-28;
Ongoing intensive care treatment periods;2021-01-28;22
Ongoing treatment periods at specialised medical care wards;2021-01-29;72
Ongoing treatment periods primary health care wards;2021-01-29;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-29;
Ongoing intensive care treatment periods;2021-01-29;20
Ongoing treatment periods at specialised medical care wards;2021-01-30;74
Ongoing treatment periods primary health care wards;2021-01-30;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-30;
Ongoing intensive care treatment periods;2021-01-30;20
Ongoing treatment periods at specialised medical care wards;2021-01-31;73
Ongoing treatment periods primary health care wards;2021-01-31;35
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-01-31;
Ongoing intensive care treatment periods;2021-01-31;19
Ongoing treatment periods at specialised medical care wards;2021-02-01;85
Ongoing treatment periods primary health care wards;2021-02-01;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-01;
Ongoing intensive care treatment periods;2021-02-01;17
Ongoing treatment periods at specialised medical care wards;2021-02-02;91
Ongoing treatment periods primary health care wards;2021-02-02;33
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-02;
Ongoing intensive care treatment periods;2021-02-02;17
Ongoing treatment periods at specialised medical care wards;2021-02-03;83
Ongoing treatment periods primary health care wards;2021-02-03;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-03;
Ongoing intensive care treatment periods;2021-02-03;23
Ongoing treatment periods at specialised medical care wards;2021-02-04;87
Ongoing treatment periods primary health care wards;2021-02-04;18
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-04;
Ongoing intensive care treatment periods;2021-02-04;23
Ongoing treatment periods at specialised medical care wards;2021-02-05;83
Ongoing treatment periods primary health care wards;2021-02-05;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-05;
Ongoing intensive care treatment periods;2021-02-05;21
Ongoing treatment periods at specialised medical care wards;2021-02-06;85
Ongoing treatment periods primary health care wards;2021-02-06;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-06;
Ongoing intensive care treatment periods;2021-02-06;20
Ongoing treatment periods at specialised medical care wards;2021-02-07;85
Ongoing treatment periods primary health care wards;2021-02-07;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-07;
Ongoing intensive care treatment periods;2021-02-07;19
Ongoing treatment periods at specialised medical care wards;2021-02-08;90
Ongoing treatment periods primary health care wards;2021-02-08;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-08;
Ongoing intensive care treatment periods;2021-02-08;16
Ongoing treatment periods at specialised medical care wards;2021-02-09;87
Ongoing treatment periods primary health care wards;2021-02-09;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-09;
Ongoing intensive care treatment periods;2021-02-09;16
Ongoing treatment periods at specialised medical care wards;2021-02-10;79
Ongoing treatment periods primary health care wards;2021-02-10;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-10;
Ongoing intensive care treatment periods;2021-02-10;14
Ongoing treatment periods at specialised medical care wards;2021-02-11;75
Ongoing treatment periods primary health care wards;2021-02-11;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-11;
Ongoing intensive care treatment periods;2021-02-11;16
Ongoing treatment periods at specialised medical care wards;2021-02-12;72
Ongoing treatment periods primary health care wards;2021-02-12;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-12;
Ongoing intensive care treatment periods;2021-02-12;18
Ongoing treatment periods at specialised medical care wards;2021-02-13;72
Ongoing treatment periods primary health care wards;2021-02-13;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-13;
Ongoing intensive care treatment periods;2021-02-13;18
Ongoing treatment periods at specialised medical care wards;2021-02-14;72
Ongoing treatment periods primary health care wards;2021-02-14;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-14;
Ongoing intensive care treatment periods;2021-02-14;18
Ongoing treatment periods at specialised medical care wards;2021-02-15;74
Ongoing treatment periods primary health care wards;2021-02-15;32
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-15;
Ongoing intensive care treatment periods;2021-02-15;21
Ongoing treatment periods at specialised medical care wards;2021-02-16;66
Ongoing treatment periods primary health care wards;2021-02-16;31
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-16;
Ongoing intensive care treatment periods;2021-02-16;27
Ongoing treatment periods at specialised medical care wards;2021-02-17;60
Ongoing treatment periods primary health care wards;2021-02-17;42
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-17;
Ongoing intensive care treatment periods;2021-02-17;27
Ongoing treatment periods at specialised medical care wards;2021-02-18;66
Ongoing treatment periods primary health care wards;2021-02-18;48
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-18;
Ongoing intensive care treatment periods;2021-02-18;27
Ongoing treatment periods at specialised medical care wards;2021-02-19;69
Ongoing treatment periods primary health care wards;2021-02-19;48
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-19;
Ongoing intensive care treatment periods;2021-02-19;24
Ongoing treatment periods at specialised medical care wards;2021-02-20;69
Ongoing treatment periods primary health care wards;2021-02-20;48
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-20;
Ongoing intensive care treatment periods;2021-02-20;25
Ongoing treatment periods at specialised medical care wards;2021-02-21;70
Ongoing treatment periods primary health care wards;2021-02-21;48
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-21;
Ongoing intensive care treatment periods;2021-02-21;25
Ongoing treatment periods at specialised medical care wards;2021-02-22;90
Ongoing treatment periods primary health care wards;2021-02-22;50
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-22;
Ongoing intensive care treatment periods;2021-02-22;30
Ongoing treatment periods at specialised medical care wards;2021-02-23;97
Ongoing treatment periods primary health care wards;2021-02-23;54
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-23;
Ongoing intensive care treatment periods;2021-02-23;34
Ongoing treatment periods at specialised medical care wards;2021-02-24;86
Ongoing treatment periods primary health care wards;2021-02-24;72
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-24;
Ongoing intensive care treatment periods;2021-02-24;35
Ongoing treatment periods at specialised medical care wards;2021-02-25;82
Ongoing treatment periods primary health care wards;2021-02-25;76
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-25;
Ongoing intensive care treatment periods;2021-02-25;36
Ongoing treatment periods at specialised medical care wards;2021-02-26;84
Ongoing treatment periods primary health care wards;2021-02-26;87
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-26;
Ongoing intensive care treatment periods;2021-02-26;38
Ongoing treatment periods at specialised medical care wards;2021-02-27;83
Ongoing treatment periods primary health care wards;2021-02-27;87
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-27;
Ongoing intensive care treatment periods;2021-02-27;38
Ongoing treatment periods at specialised medical care wards;2021-02-28;83
Ongoing treatment periods primary health care wards;2021-02-28;87
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-02-28;
Ongoing intensive care treatment periods;2021-02-28;38
Ongoing treatment periods at specialised medical care wards;2021-03-01;107
Ongoing treatment periods primary health care wards;2021-03-01;93
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-01;
Ongoing intensive care treatment periods;2021-03-01;38
Ongoing treatment periods at specialised medical care wards;2021-03-02;108
Ongoing treatment periods primary health care wards;2021-03-02;100
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-02;
Ongoing intensive care treatment periods;2021-03-02;39
Ongoing treatment periods at specialised medical care wards;2021-03-03;115
Ongoing treatment periods primary health care wards;2021-03-03;106
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-03;
Ongoing intensive care treatment periods;2021-03-03;37
Ongoing treatment periods at specialised medical care wards;2021-03-04;113
Ongoing treatment periods primary health care wards;2021-03-04;93
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-04;
Ongoing intensive care treatment periods;2021-03-04;39
Ongoing treatment periods at specialised medical care wards;2021-03-05;105
Ongoing treatment periods primary health care wards;2021-03-05;96
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-05;
Ongoing intensive care treatment periods;2021-03-05;38
Ongoing treatment periods at specialised medical care wards;2021-03-06;105
Ongoing treatment periods primary health care wards;2021-03-06;96
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-06;
Ongoing intensive care treatment periods;2021-03-06;37
Ongoing treatment periods at specialised medical care wards;2021-03-07;106
Ongoing treatment periods primary health care wards;2021-03-07;96
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-03-07;
